base_Label	base_Min	base_Average	base_90% Line	base_Max	base_Pass	base_Fail	target_Min	target_Average	target_90% Line	target_Max	target_Pass	target_Fail	AVG	90%
TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_M	4.912	7.385	6.105	15.637	6.0	0.0	6.584	6.965	7.469	7.469	3.0	0.0	7.175	6.787000000000001
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_L	1.338	1.66	1.733	1.85	5.0	0.0	1.084	1.521	2.076	2.076	4.0	0.0	1.5905	1.9045
TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_S	4.756	5.669	6.273	6.273	3.0	0.0	6.082	7.066	7.156	8.707	6.0	0.0	6.3675	6.714499999999999
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_XL	1.42	1.581	1.695	1.695	4.0	0.0	5.895	6.389	6.601	6.613	5.0	0.0	3.9850000000000003	4.148
TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_XXL	3.006	4.529	5.151	9.124	6.0	0.0	11.828	12.423	12.824	12.824	3.0	0.0	8.475999999999999	8.9875
TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_M	2.683	3.154	3.386	4.528	6.0	0.0	6.202	6.763	7.823	7.823	4.0	0.0	4.9585	5.6045
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_L	1.606	2.387	2.37	3.711	5.0	0.0	11.922	13.458	14.63	16.048	6.0	0.0	7.9225	8.5
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_XL	1.73	1.915	2.133	2.133	4.0	0.0	7.591	8.72	8.626	10.761	5.0	0.0	5.317500000000001	5.3795
TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_S	2.964	3.436	3.991	3.991	3.0	0.0	1.032	1.057	1.099	1.099	3.0	0.0	2.2465	2.545
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_XXL	1.427	2.349	1.74	6.494	6.0	0.0	1.106	1.275	1.173	1.952	6.0	0.0	1.812	1.4565000000000001
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_M	1.473	1.629	1.737	1.779	6.0	0.0	12.365	13.226	15.307	15.307	4.0	0.0	7.4275	8.522
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_L	0.627	0.828	0.762	1.348	5.0	0.0	0.986	1.124	1.209	1.305	5.0	0.0	0.976	0.9855
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_XL	0.682	0.907	1.419	1.419	4.0	0.0	1.063	1.104	1.158	1.158	3.0	0.0	1.0055	1.2885
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_S	1.634	2.411	3.396	3.396	3.0	0.0	1.023	1.144	1.237	1.287	6.0	0.0	1.7774999999999999	2.3165
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_XXL	1.865	2.761	3.293	3.975	6.0	0.0	1.057	1.175	1.295	1.295	4.0	0.0	1.968	2.294
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_M	1.641	2.376	2.869	4.05	6.0	0.0	1.061	1.172	1.249	1.252	5.0	0.0	1.774	2.059
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_L	7.59	8.077	7.868	9.576	5.0	0.0	3.18	3.433	3.859	3.859	3.0	0.0	5.755	5.8635
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_S	1.917	2.715	3.455	3.455	3.0	0.0	0.985	1.332	2.056	2.056	4.0	0.0	2.0235	2.7555
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_XL	7.003	7.309	7.597	7.597	4.0	0.0	2.935	3.154	3.31	3.311	6.0	0.0	5.2315000000000005	5.4535
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_XXL	0.678	0.863	0.968	0.989	6.0	0.0	2.94	3.276	3.381	3.61	5.0	0.0	2.0694999999999997	2.1745
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_M	0.68	0.941	0.934	1.498	6.0	0.0	1.423	1.67	2.107	2.107	3.0	0.0	1.3054999999999999	1.5205000000000002
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_S	0.946	2.467	4.151	4.151	3.0	0.0	1.303	1.506	1.617	1.661	6.0	0.0	1.9865	2.884
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_M	6.637	7.921	8.473	9.382	6.0	0.0	2.887	3.157	3.382	3.382	4.0	0.0	5.539	5.9275
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_XXL	7.165	7.482	7.65	7.82	6.0	0.0	1.413	1.531	1.553	1.615	5.0	0.0	4.5065	4.6015
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_S	6.929	8.096	9.535	9.535	3.0	0.0	1.524	1.744	2.042	2.042	3.0	0.0	4.92	5.7885
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_S	0.524	1.785	2.349	4.384	6.0	0.0	1.412	1.702	1.604	2.758	6.0	0.0	1.7435	1.9765000000000001
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_XXL	0.861	2.153	4.746	5.391	10.0	0.0	1.41	1.801	2.231	2.231	4.0	0.0	1.9769999999999999	3.4885
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_S	0.208	0.412	0.516	0.954	6.0	0.0	1.382	1.521	1.589	1.739	5.0	0.0	0.9664999999999999	1.0525
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_XXL	0.199	0.273	0.387	0.404	10.0	0.0	1.417	1.533	1.602	1.602	3.0	0.0	0.903	0.9945
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_XL	0.589	1.778	1.176	5.304	5.0	0.0	1.39	1.492	1.62	1.62	4.0	0.0	1.635	1.3980000000000001
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_S	3.51	3.985	4.291	4.376	6.0	0.0	1.456	1.951	2.582	2.881	6.0	0.0	2.968	3.4365
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_XXL	3.185	4.231	4.928	8.697	10.0	0.0	1.439	1.508	1.541	1.581	5.0	0.0	2.8695	3.2344999999999997
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_L	0.646	2.2	4.948	4.948	3.0	0.0	1.392	1.815	2.537	2.537	3.0	0.0	2.0075000000000003	3.7425
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_XL	0.211	0.24	0.264	0.278	5.0	0.0	1.365	1.511	1.622	1.622	4.0	0.0	0.8755	0.9430000000000001
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_S	0.226	0.341	0.483	0.498	6.0	0.0	1.625	1.748	1.901	1.922	6.0	0.0	1.0445	1.192
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_XXL	0.235	0.572	1.409	2.009	10.0	0.0	1.483	1.74	1.706	2.419	5.0	0.0	1.156	1.5575
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_L	0.214	0.329	0.417	0.417	3.0	0.0	1.353	1.451	1.608	1.608	3.0	0.0	0.89	1.0125
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_XL	3.537	3.864	4.057	4.228	5.0	0.0	1.389	1.579	1.7	1.7	4.0	0.0	2.7215	2.8785000000000003
TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_S	12.48	13.624	14.174	14.591	6.0	0.0	1.434	1.709	1.777	2.287	6.0	0.0	7.6665	7.975499999999999
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_L	3.661	4.175	4.559	4.559	3.0	0.0	1.435	1.654	1.674	1.964	5.0	0.0	2.9145	3.1165000000000003
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_XL	0.241	0.26	0.285	0.286	5.0	0.0	1.445	1.556	1.619	1.619	3.0	0.0	0.908	0.952
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_S	1.205	1.454	1.56	1.647	6.0	0.0	1.413	1.54	1.657	1.657	4.0	0.0	1.4969999999999999	1.6085
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_L	0.24	0.266	0.314	0.314	3.0	0.0	1.435	1.557	1.611	1.633	6.0	0.0	0.9115	0.9625
TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_XL	12.918	14.298	14.733	15.278	5.0	0.0	1.396	1.71	1.826	1.98	5.0	0.0	8.004	8.2795
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_XXL	1.256	1.648	2.119	3.009	9.0	0.0	1.412	1.711	2.041	2.041	3.0	0.0	1.6795	2.08
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_S	1.12	1.233	1.33	1.416	6.0	0.0	1.359	1.616	1.827	1.827	4.0	0.0	1.4245	1.5785
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_XL	1.273	1.41	1.413	1.637	5.0	0.0	1.393	1.707	1.965	2.069	6.0	0.0	1.5585	1.689
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_XXL	1.112	1.527	2.253	2.622	9.0	0.0	1.545	1.814	1.829	2.502	5.0	0.0	1.6705	2.041
TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_L	13.733	14.882	16.32	16.32	3.0	0.0	1.333	2.017	2.577	2.577	3.0	0.0	8.4495	9.4485
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_S	2.797	3.21	3.379	4.056	6.0	0.0	1.335	1.58	1.815	1.815	4.0	0.0	2.395	2.597
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_XL	1.242	1.461	1.409	2.077	5.0	0.0	1.46	1.596	1.694	1.783	6.0	0.0	1.5285000000000002	1.5514999999999999
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_L	1.31	1.477	1.632	1.632	3.0	0.0	1.379	1.639	1.759	2.045	5.0	0.0	1.558	1.6955
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_S	1.648	1.825	1.831	2.42	6.0	0.0	1.519	1.871	2.21	2.21	3.0	0.0	1.8479999999999999	2.0205
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_XXL	2.71	2.989	3.267	3.638	9.0	0.0	1.428	1.757	2.436	2.436	4.0	0.0	2.3729999999999998	2.8514999999999997
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_L	1.238	1.648	2.424	2.424	3.0	0.0	1.582	2.55	3.906	4.109	6.0	0.0	2.0989999999999998	3.165
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_XL	2.977	3.813	4.214	5.325	5.0	0.0	1.399	1.744	1.843	2.293	5.0	0.0	2.7785	3.0285
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_XXL	1.623	2.245	2.974	3.367	8.0	0.0	3.82	4.872	6.455	6.455	3.0	0.0	3.5585	4.7145
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_S	1.662	2.159	2.698	2.737	6.0	0.0	1.459	2.371	3.901	3.901	4.0	0.0	2.2649999999999997	3.2995
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_L	2.689	2.882	3.001	3.001	3.0	0.0	3.842	5.092	5.573	7.869	6.0	0.0	3.987	4.287
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_XL	1.573	2.09	2.124	3.119	5.0	0.0	4.07	6.087	7.34	10.677	5.0	0.0	4.0885	4.732
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_S	1.708	1.781	1.789	1.963	6.0	0.0	5.239	6.095	7.478	7.478	3.0	0.0	3.9379999999999997	4.6335
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_XXL	1.78	2.627	3.189	3.586	8.0	0.0	4.015	6.283	11.529	11.529	4.0	0.0	4.455	7.359
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_L	1.646	1.735	1.903	1.903	3.0	0.0	4.716	6.534	5.494	12.749	6.0	0.0	4.1345	3.6985
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_XL	1.787	2.444	2.703	3.693	5.0	0.0	4.857	7.059	6.162	13.205	5.0	0.0	4.7515	4.4325
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_S	1.774	1.813	1.852	1.862	6.0	0.0	3.44	4.583	6.531	6.531	3.0	0.0	3.198	4.1915
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_XXL	1.651	2.544	3.937	5.454	8.0	0.0	4.968	6.018	7.478	7.478	4.0	0.0	4.281	5.7075
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_L	1.801	1.958	2.183	2.183	3.0	0.0	3.397	3.886	4.105	4.519	6.0	0.0	2.922	3.144
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_XL	1.582	1.744	1.767	2.073	5.0	0.0	3.493	3.934	3.83	5.139	5.0	0.0	2.839	2.7984999999999998
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_S	1.623	1.841	1.779	2.451	6.0	0.0	3.329	4.092	5.289	5.289	3.0	0.0	2.9665	3.534
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XXL	1.771	2.339	2.953	3.398	8.0	0.0	3.579	3.875	4.174	4.174	4.0	0.0	3.107	3.5635000000000003
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_L	1.598	2.089	2.733	2.733	3.0	0.0	2.91	3.613	3.641	5.263	6.0	0.0	2.851	3.1870000000000003
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XL	1.663	2.024	2.001	2.731	5.0	0.0	3.324	3.534	3.573	3.76	5.0	0.0	2.779	2.787
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_S	1.706	2.775	2.678	6.786	6.0	0.0	3.208	5.266	7.826	7.826	3.0	0.0	4.0205	5.252
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_XXL	1.542	1.995	2.645	3.193	8.0	0.0	3.282	3.608	3.938	3.938	4.0	0.0	2.8015	3.2915
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_L	1.704	1.871	2.077	2.077	3.0	0.0	3.166	4.403	5.245	6.238	6.0	0.0	3.1369999999999996	3.661
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_XL	1.681	1.956	2.202	2.325	5.0	0.0	3.48	4.678	5.755	6.426	5.0	0.0	3.317	3.9785
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_S	1.702	2.246	2.422	3.561	6.0	0.0	0.643	0.725	0.784	0.784	3.0	0.0	1.4855	1.6030000000000002
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XXL	1.6	2.186	3.067	3.904	8.0	0.0	0.748	1.027	0.887	2.135	6.0	0.0	1.6065	1.977
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_L	1.599	1.688	1.814	1.814	3.0	0.0	2.969	4.724	6.753	6.753	4.0	0.0	3.206	4.2835
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XL	1.636	1.8	1.818	2.098	5.0	0.0	0.626	1.011	1.23	1.724	5.0	0.0	1.4055	1.524
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_S	1.664	2.081	2.006	3.34	6.0	0.0	0.734	1.377	2.008	2.008	4.0	0.0	1.729	2.0069999999999997
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_XXL	1.639	2.08	2.134	4.05	8.0	0.0	0.553	1.764	4.814	5.07	15.0	0.0	1.9220000000000002	3.474
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_XL	1.67	2.802	1.793	7.042	5.0	0.0	0.001	1.32	3.756	4.79	39.0	0.0	2.061	2.7744999999999997
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_L	1.97	2.453	2.95	2.95	3.0	0.0	0.547	1.678	2.123	4.869	6.0	0.0	2.0655	2.5365
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_S	1.671	1.872	2.002	2.01	6.0	0.0	0.199	0.361	0.448	1.237	15.0	0.0	1.1165	1.2249999999999999
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_XXL	1.652	1.998	2.345	2.683	8.0	0.0	0.635	1.082	1.104	2.064	5.0	0.0	1.54	1.7245000000000001
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_XL	1.573	1.805	1.838	2.18	5.0	0.0	0.222	0.91	0.63	3.792	6.0	0.0	1.3575	1.234
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_L	1.697	2.35	3.594	3.594	3.0	0.0	0.586	2.513	5.157	5.734	8.0	0.0	2.4314999999999998	4.3755
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_S	3.197	3.516	3.636	3.675	6.0	0.0	0.206	0.305	0.357	0.481	5.0	0.0	1.9105	1.9965000000000002
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_XXL	1.629	2.062	2.536	2.685	8.0	0.0	3.244	4.619	6.158	7.517	15.0	0.0	3.3404999999999996	4.347
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_XL	1.749	2.411	2.645	3.032	5.0	0.0	0.198	0.22	0.256	0.277	8.0	0.0	1.3155000000000001	1.4505
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_L	1.839	2.665	4.066	4.066	3.0	0.0	3.719	5.51	6.572	7.359	6.0	0.0	4.0875	5.319
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_S	4.801	5.128	5.178	5.503	6.0	0.0	3.464	4.676	5.506	5.657	5.0	0.0	4.902	5.3420000000000005
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_XXL	3.192	3.871	4.627	6.193	8.0	0.0	1.648	2.054	2.419	2.731	15.0	0.0	2.9625	3.5229999999999997
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_XL	3.124	4.84	4.37	9.337	5.0	0.0	3.343	4.704	5.947	6.269	7.0	0.0	4.772	5.1585
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_L	1.584	2.379	3.433	3.433	3.0	0.0	1.752	2.251	2.728	2.805	6.0	0.0	2.315	3.0805
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_S	3.215	3.729	4.135	4.398	6.0	0.0	1.765	2.34	2.321	3.275	5.0	0.0	3.0345	3.2279999999999998
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_XXL	4.933	5.52	5.911	6.855	8.0	0.0	1.79	2.064	2.248	2.502	7.0	0.0	3.792	4.0794999999999995
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_L	3.224	3.399	3.677	3.677	3.0	0.0	14.463	17.115	17.615	25.59	15.0	0.0	10.257	10.645999999999999
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_XL	5.375	6.753	6.369	10.677	5.0	0.0	16.194	18.124	18.679	23.837	6.0	0.0	12.4385	12.524
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_S	1.583	1.631	1.638	1.737	6.0	0.0	15.867	19.729	28.769	28.769	4.0	0.0	10.68	15.203499999999998
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_XXL	3.379	4.057	4.008	5.721	7.0	0.0	1.372	1.642	1.723	3.05	13.0	0.0	2.8495	2.8655
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_L	5.139	5.623	6.074	6.074	3.0	0.0	16.356	18.862	20.227	27.096	7.0	0.0	12.2425	13.150500000000001
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_XL	3.599	4.575	4.964	5.543	5.0	0.0	1.469	1.635	1.647	2.073	6.0	0.0	3.105	3.3055000000000003
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_S	3.133	4.191	4.75	5.034	5.0	0.0	1.475	1.822	2.538	2.538	4.0	0.0	3.0065	3.644
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_XXL	1.343	1.869	1.888	2.918	7.0	0.0	1.376	1.657	2.109	2.513	13.0	0.0	1.763	1.9985
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_S	0.688	1.449	3.519	3.519	4.0	0.0	1.468	1.585	1.62	1.853	7.0	0.0	1.517	2.5695
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_XL	1.645	2.02	2.235	2.299	5.0	0.0	1.364	1.512	1.51	1.999	6.0	0.0	1.766	1.8725
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_L	3.521	4.123	4.835	4.835	3.0	0.0	1.351	2.24	4.165	4.165	4.0	0.0	3.1815	4.5
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_XXL	3.058	3.62	4.076	4.159	7.0	0.0	1.384	1.838	1.952	4.347	13.0	0.0	2.729	3.014
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_XL	3.569	3.914	4.034	4.606	5.0	0.0	1.322	1.604	1.601	2.29	7.0	0.0	2.7590000000000003	2.8175
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_L	1.519	1.791	2.116	2.116	3.0	0.0	1.388	2.641	1.784	8.27	6.0	0.0	2.216	1.9500000000000002
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_XXL	0.782	0.961	0.937	1.618	7.0	0.0	1.508	1.645	1.938	1.938	4.0	0.0	1.303	1.4375
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_S	7.369	8.131	9.593	9.593	4.0	0.0	4.037	5.441	8.284	8.837	13.0	0.0	6.786	8.938500000000001
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_XL	0.716	1.539	1.771	2.874	5.0	0.0	1.455	1.629	1.859	1.899	7.0	0.0	1.584	1.815
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_L	3.562	3.679	3.907	3.907	3.0	0.0	4.165	4.853	5.409	6.136	6.0	0.0	4.266	4.6579999999999995
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_XXL	6.891	7.587	7.808	8.24	7.0	0.0	4.397	5.619	6.995	6.995	4.0	0.0	6.603	7.4015
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_L	0.683	1.164	1.823	1.823	3.0	0.0	1.109	1.5	1.891	1.977	13.0	0.0	1.3319999999999999	1.857
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_XL	7.16	8.026	8.366	8.874	5.0	0.0	4.178	4.798	4.764	7.054	7.0	0.0	6.412	6.5649999999999995
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_L	6.966	7.571	8.275	8.275	3.0	0.0	1.046	1.105	1.168	1.219	6.0	0.0	4.338	4.7215
TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_XL	0.537	1.691	1.079	4.967	5.0	0.0	1.135	1.253	1.341	1.341	4.0	0.0	1.472	1.21
TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_XL	0.206	0.294	0.263	0.534	5.0	0.0	2.932	3.839	4.539	6.544	13.0	0.0	2.0665	2.401
TC01_ExternalLogout	0.244	0.369	0.406	2.268	1265.0	0.0	1.188	1.609	2.012	2.212	7.0	0.0	0.989	1.209
TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_XL	3.302	6.698	3.734	19.408	5.0	0.0	2.903	4.081	4.565	5.523	6.0	0.0	5.3895	4.1495
TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_XL	2.0	2.295	2.229	3.035	5.0	0.0	3.0	3.289	3.558	3.558	4.0	0.0	2.792	2.8935
TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_XL	16.348	19.173	21.395	22.641	5.0	0.0	1.153	1.445	2.069	2.141	13.0	0.0	10.309	11.732
TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_XL	1.71	1.899	2.113	2.178	5.0	0.0	0.858	1.992	2.348	4.733	5.0	0.0	1.9455	2.2305
TC05_PCG_External_QuoteNewCustomer_HO_10A_RatingPage_Noofstories_XL	1.671	1.873	1.963	2.007	5.0	0.0	2.99	3.368	3.918	4.021	7.0	0.0	2.6205	2.9405
TC05_PCG_External_QuoteNewCustomer_HO_10B_RatingPage_SelectpreviousInsurer_XL	1.771	2.103	1.908	3.142	5.0	0.0	1.12	1.508	1.65	2.1	6.0	0.0	1.8055	1.779
TC05_PCG_External_QuoteNewCustomer_HO_13_Ratingpage_ClickNext_XL	4.489	4.973	5.566	5.684	5.0	0.0	1.195	1.261	1.328	1.328	4.0	0.0	3.117	3.447
TC05_PCG_External_QuoteNewCustomer_HO_14_coveragepage_Enter_EstimatedHomeReplacementValue_XL	1.269	1.355	1.425	1.434	5.0	0.0	0.938	2.813	4.762	4.762	4.0	0.0	2.084	3.0934999999999997
TC05_PCG_External_QuoteNewCustomer_HO_17_coveragepage_ClickNext_XL	3.062	3.859	4.162	4.864	5.0	0.0	0.735	0.924	0.963	1.187	5.0	0.0	2.3915	2.5625
TC05_PCG_External_QuoteNewCustomer_HO_18_Detailspage_Qualifyingcredits_selectAlarm_XL	1.252	1.433	1.511	1.654	5.0	0.0	5.987	7.322	8.847	10.124	13.0	0.0	4.3775	5.178999999999999
TC05_PCG_External_QuoteNewCustomer_HO_22_Detailspage_ClickNext_XL	7.089	7.509	7.703	8.095	5.0	0.0	1.139	1.342	1.387	1.6	7.0	0.0	4.4255	4.545
TC05_PCG_External_QuoteNewCustomer_HO_22_Detailspage_ClickNext_QuotePageLoad_XL	4.207	5.246	5.497	7.566	5.0	0.0	5.924	8.026	8.875	9.21	6.0	0.0	6.636	7.186
TC05_PCG_External_QuoteNewCustomer_HO_24_Quotesummarypage_ClickNext_XL	1.572	1.953	2.212	2.429	5.0	0.0	0.668	0.965	1.233	1.233	4.0	0.0	1.459	1.7225000000000001
TC05_PCG_External_QuoteNewCustomer_HO_26_Prepackage_Clickcreatepackage_XL	3.031	4.286	4.928	5.292	5.0	0.0	6.348	7.017	8.647	8.647	4.0	0.0	5.6515	6.7875
