base_Label	base_Min	base_Average	base_90% Line	base_Max	base_Pass	base_Fail	target_Min	target_Average	target_90% Line	target_Max	target_Pass	target_Fail	AVG	90%
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_L	1.641	1.815	1.824	2.098	5.0	0.0	0.263	0.419	0.613	2.892	164.0	0.0	1.117	1.2185000000000001
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_M	1.682	1.838	2.01	2.01	3.0	0.0	1.912	24.298	58.422	152.164	115.0	49.0	13.068	30.215999999999998
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_S	1.656	2.237	2.669	3.195	6.0	0.0	6.232	8.217	11.135	14.677	114.0	0.0	5.227	6.902
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XL	1.74	2.857	5.551	5.551	4.0	0.0	3.169	3.943	4.947	7.121	112.0	0.0	3.4000000000000004	5.2490000000000006
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_L	1.581	1.759	1.814	1.932	5.0	0.0	2.128	2.741	3.479	6.328	110.0	0.0	2.25	2.6465
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_M	1.66	1.726	1.789	1.789	3.0	0.0	9.21	11.591	12.93	22.63	110.0	0.0	6.6585	7.3595
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_S	1.633	1.833	1.795	2.483	6.0	0.0	5.502	18.159	33.241	64.891	109.0	0.0	9.995999999999999	17.518
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_XL	1.676	2.172	2.725	2.725	4.0	0.0	1.637	2.269	2.906	7.176	109.0	0.0	2.2205000000000004	2.8155
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_L	1.602	1.756	1.835	2.0	5.0	0.0	1.028	1.569	2.082	3.43	109.0	0.0	1.6625	1.9585
TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_M	1.623	1.759	1.95	1.95	3.0	0.0	2.027	2.64	3.244	5.518	108.0	0.0	2.1995	2.597
TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_S	1.634	1.975	1.745	3.443	6.0	0.0	0.722	1.028	1.601	3.005	107.0	0.0	1.5015	1.673
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_XL	1.733	2.077	2.685	2.685	4.0	0.0	0.709	0.973	1.196	2.454	107.0	0.0	1.525	1.9405000000000001
TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_L	1.642	1.787	1.866	1.938	5.0	0.0	6.78	8.31	9.304	17.853	107.0	0.0	5.048500000000001	5.585
TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_M	3.676	3.866	4.045	4.045	3.0	0.0	2.396	2.928	3.408	4.857	66.0	0.0	3.3970000000000002	3.7264999999999997
TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_S	3.716	4.086	4.389	4.633	6.0	0.0	0.268	0.354	0.394	1.26	66.0	0.0	2.22	2.3915
TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_XL	1.738	2.07	2.848	2.848	4.0	0.0	1.813	14.734	25.56	39.952	48.0	18.0	8.402	14.203999999999999
TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_L	3.809	4.22	4.451	4.852	5.0	0.0	6.302	13.366	12.676	181.176	47.0	1.0	8.793	8.5635
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_M	4.737	4.979	5.137	5.137	3.0	0.0	3.279	4.264	4.945	5.718	47.0	0.0	4.6215	5.041
TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_XL	3.684	4.579	6.534	6.534	4.0	0.0	3.247	3.97	4.871	6.26	47.0	0.0	4.2745	5.702500000000001
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_S	4.956	5.134	5.189	5.639	6.0	0.0	10.544	12.649	14.634	18.906	47.0	0.0	8.8915	9.9115
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_L	4.827	5.455	5.823	5.934	5.0	0.0	5.724	12.646	25.415	38.57	47.0	0.0	9.0505	15.619
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_M	3.52	4.101	4.839	4.839	3.0	0.0	0.459	0.541	0.679	0.689	10.0	0.0	2.321	2.7590000000000003
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_S	3.251	3.606	3.852	4.046	6.0	0.0	0.544	1.847	4.813	4.833	10.0	0.0	2.7264999999999997	4.3325
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_XL	4.76	5.096	5.534	5.534	4.0	0.0	0.593	1.841	4.898	4.958	10.0	0.0	3.4685	5.215999999999999
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_L	3.222	3.741	4.244	4.495	5.0	0.0	4.402	4.757	5.13	5.546	11.0	0.0	4.249	4.686999999999999
TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_M	3.195	3.497	3.94	3.94	3.0	0.0	0.196	0.254	0.278	0.481	10.0	0.0	1.8755	2.109
TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_S	2.559	2.843	3.091	3.156	6.0	0.0	0.197	0.298	0.497	0.691	10.0	0.0	1.5705	1.794
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_XL	3.503	3.532	3.594	3.594	4.0	0.0	1.154	1.442	1.737	1.869	10.0	0.0	2.487	2.6654999999999998
TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_L	2.316	2.986	3.052	4.055	5.0	0.0	0.204	0.314	0.572	0.592	11.0	0.0	1.6500000000000001	1.812
TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_M	3.857	3.988	4.065	4.065	3.0	0.0	3.474	5.101	7.031	7.403	10.0	0.0	4.5445	5.548
TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_XL	2.55	2.888	3.612	3.612	4.0	0.0	3.198	5.155	6.632	6.996	10.0	0.0	4.0215	5.122
TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_S	2.882	3.691	4.078	4.61	6.0	0.0	3.303	5.465	7.375	10.047	11.0	0.0	4.577999999999999	5.7265
TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_L	2.911	3.266	3.444	3.594	5.0	0.0	6.655	8.986	11.117	11.747	10.0	0.0	6.126	7.2805
TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_M	0.68	0.757	0.906	0.906	3.0	0.0	0.785	1.511	2.072	2.215	10.0	0.0	1.134	1.489
TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_S	0.619	0.746	0.892	0.949	6.0	0.0	1.188	1.74	2.225	2.278	10.0	0.0	1.2429999999999999	1.5585
TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_XL	3.354	3.755	4.426	4.426	4.0	0.0	1.179	1.674	2.129	2.875	11.0	0.0	2.7145	3.2775
TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_L	0.647	0.782	0.788	1.065	5.0	0.0	1.386	2.127	2.873	3.694	10.0	0.0	1.4545	1.8305000000000002
TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_XL	0.635	0.727	0.938	0.938	4.0	0.0	0.236	0.336	0.432	0.627	9.0	0.0	0.5315	0.6849999999999999
TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_LargeBroker	0.863	2.958	4.908	4.908	4.0	0.0	1.619	1.955	2.269	2.408	10.0	0.0	2.4565	3.5885000000000002
TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_LargeBroker	0.203	0.223	0.254	0.254	4.0	0.0	1.684	2.213	2.671	2.753	11.0	0.0	1.218	1.4625
TC06_PCG_External_QuoteNewCustomer_PEL_02_SearchCustomername_LargeBroker	0.749	2.518	4.583	5.129	5.0	0.0	1.93	2.522	2.846	3.845	10.0	0.0	2.5199999999999996	3.7145
TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_LargeBroker	4.026	4.707	6.26	6.26	4.0	0.0	12.772	20.537	26.702	30.838	10.0	1.0	12.622	16.481
TC06_PCG_External_QuoteNewCustomer_PEL_03_CreateQuotefor_NewCustomer_LargeBroker	0.984	1.314	1.542	1.583	5.0	0.0	8.789	14.027	16.951	25.884	10.0	0.0	7.6705	9.246500000000001
TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_LargeBroker	2.204	2.323	2.42	2.42	4.0	0.0	14.44	20.392	26.28	29.747	9.0	0.0	11.3575	14.350000000000001
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_LargeBroker	1.056	2.932	4.742	4.742	4.0	0.0	15.612	22.1	27.58	32.07	10.0	0.0	12.516	16.160999999999998
TC06_PCG_External_QuoteNewCustomer_PEL_04_SelectProductandclick_save&continue_LargeBroker	4.1	4.664	5.275	5.447	5.0	0.0	1.719	2.218	2.922	3.085	10.0	0.0	3.441	4.0985000000000005
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_LargeBroker	0.216	0.24	0.277	0.277	4.0	0.0	3.574	5.018	5.917	7.333	10.0	0.0	2.629	3.097
TC06_PCG_External_QuoteNewCustomer_PEL_08_Insuredpage_SelectLocationinfo_LargeBroker	1.933	2.046	2.16	2.198	5.0	0.0	1.057	1.284	1.469	1.544	8.0	0.0	1.665	1.8145000000000002
TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_LargeBroker	16.92	17.794	18.981	18.981	4.0	0.0	1.684	2.213	2.377	4.25	9.0	0.0	10.0035	10.679
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_LargeBroker	4.015	4.659	5.926	5.926	4.0	0.0	2.901	4.706	3.948	16.138	10.0	0.0	4.6825	4.937
TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_LargeBroker	1.762	1.869	2.088	2.088	4.0	0.0	1.085	2.027	2.018	6.951	8.0	0.0	1.948	2.053
TC06_PCG_External_QuoteNewCustomer_PEL_09_Insuredpage_Clicksave&continue_LargeBroker	14.841	15.994	16.698	17.743	5.0	0.0	2.028	2.747	3.586	3.767	10.0	0.0	9.3705	10.142
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_LargeBroker	0.231	0.289	0.385	0.385	4.0	0.0	2.114	3.5	4.497	6.253	8.0	0.0	1.8945	2.441
TC05_PCG_External_QuoteNewCustomer_HO_10A_RatingPage_Noofstories_LargeBroker	1.777	1.908	2.059	2.059	4.0	0.0	2.538	4.018	4.575	8.979	9.0	0.0	2.963	3.317
TC06_PCG_External_QuoteNewCustomer_PEL_10A_ratings_enterdetails_Clicksave_LargeBroker	1.92	2.293	2.455	3.062	5.0	0.0	1.829	2.783	2.994	5.978	8.0	0.0	2.5380000000000003	2.7245
TC05_PCG_External_QuoteNewCustomer_HO_10B_RatingPage_SelectpreviousInsurer_LargeBroker	1.793	1.863	1.893	1.893	4.0	0.0	1.396	5.315	6.674	13.615	8.0	0.0	3.5890000000000004	4.2835
TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_LargeBroker	13.921	14.86	15.748	15.748	4.0	0.0	7.719	9.877	11.799	11.936	9.0	0.0	12.368500000000001	13.773499999999999
TC06_PCG_External_QuoteNewCustomer_PEL_11_ratings_Clicknext_LargeBroker	2.934	3.666	3.124	6.232	5.0	0.0	10.513	14.059	16.363	23.529	10.0	0.0	8.862499999999999	9.7435
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_LargeBroker	1.225	1.335	1.534	1.534	4.0	0.0	1.989	2.669	2.858	4.616	8.0	0.0	2.002	2.196
TC05_PCG_External_QuoteNewCustomer_HO_13_Ratingpage_ClickNext_LargeBroker	4.41	4.688	5.047	5.047	4.0	0.0	1.477	2.004	2.33	2.441	7.0	0.0	3.346	3.6885
TC06_PCG_External_QuoteNewCustomer_PEL_12A_Coverages_Clicknext_LargeBroker	2.287	2.641	2.898	3.183	5.0	0.0	1.257	2.04	3.357	3.394	9.0	0.0	2.3405	3.1275000000000004
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_LargeBroker	1.163	1.266	1.37	1.37	4.0	0.0	1.328	2.45	4.182	4.456	10.0	0.0	1.858	2.7760000000000002
TC05_PCG_External_QuoteNewCustomer_HO_14_coveragepage_Enter_EstimatedHomeReplacementValue_LargeBroker	1.213	1.309	1.358	1.358	4.0	0.0	1.852	2.275	2.812	2.949	8.0	0.0	1.7919999999999998	2.085
TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_LargeBroker	4.786	5.484	5.749	6.837	5.0	0.0	1.658	1.814	1.846	2.141	7.0	0.0	3.649	3.7975
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_LargeBroker	2.724	3.006	3.535	3.535	4.0	0.0	1.768	3.51	6.375	7.256	9.0	0.0	3.258	4.955
TC05_PCG_External_QuoteNewCustomer_HO_17_coveragepage_ClickNext_LargeBroker	3.205	3.428	3.926	3.926	4.0	0.0	1.569	1.93	2.168	2.426	6.0	0.0	2.679	3.047
TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_LargeBroker	2.922	3.111	3.077	3.613	5.0	0.0	5.748	6.775	7.678	8.423	7.0	0.0	4.9430000000000005	5.3774999999999995
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_LargeBroker	1.762	1.862	2.067	2.067	4.0	0.0	2.018	3.977	5.971	7.467	10.0	0.0	2.9195	4.019
TC05_PCG_External_QuoteNewCustomer_HO_18_Detailspage_Qualifyingcredits_selectAlarm_LargeBroker	1.289	1.341	1.391	1.391	4.0	0.0	1.605	1.948	2.236	2.369	6.0	0.0	1.6444999999999999	1.8135000000000001
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_LargeBroker	1.333	1.715	1.762	2.471	5.0	0.0	1.621	2.062	2.371	2.933	7.0	0.0	1.8885	2.0665
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_LargeBroker	1.63	1.733	1.835	1.835	4.0	0.0	1.498	1.735	1.903	1.913	6.0	0.0	1.734	1.869
TC05_PCG_External_QuoteNewCustomer_HO_22_Detailspage_ClickNext_LargeBroker	6.312	6.622	6.837	6.837	4.0	0.0	1.561	1.778	1.822	2.293	6.0	0.0	4.2	4.3294999999999995
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_LargeBroker	1.544	2.793	3.153	4.682	5.0	0.0	1.544	2.069	2.217	2.726	5.0	0.0	2.431	2.685
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_LargeBroker	1.753	2.303	3.069	3.069	4.0	0.0	4.271	5.282	6.018	6.101	6.0	0.0	3.7925	4.5435
TC05_PCG_External_QuoteNewCustomer_HO_22_Detailspage_ClickNext_QuotePageLoad_LargeBroker	4.334	4.897	5.584	5.584	4.0	0.0	1.58	1.864	1.771	2.561	5.0	0.0	3.3805	3.6774999999999998
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_LargeBroker	0.717	0.798	0.846	0.94	5.0	0.0	1.582	1.941	2.25	2.593	5.0	0.0	1.3695	1.548
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_LargeBroker	1.902	2.03	2.231	2.231	4.0	0.0	16.27	17.198	18.084	18.146	5.0	0.0	9.614	10.157499999999999
TC05_PCG_External_QuoteNewCustomer_HO_24_Quotesummarypage_ClickNext_LargeBroker	1.536	1.764	2.095	2.095	4.0	0.0	4.46	4.86	4.984	5.356	5.0	0.0	3.3120000000000003	3.5395000000000003
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_LargeBroker	6.611	7.036	7.061	7.675	5.0	0.0	2.55	3.95	4.96	5.076	5.0	0.0	5.493	6.0105
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_LargeBroker	1.58	1.641	1.712	1.712	4.0	0.0	13.065	13.916	13.735	15.909	5.0	0.0	7.7785	7.7235
TC05_PCG_External_QuoteNewCustomer_HO_26_Prepackage_Clickcreatepackage_LargeBroker	2.977	3.795	4.878	4.878	4.0	0.0	9.853	11.067	12.27	12.504	5.0	0.0	7.431	8.574
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_LargeBroker	1.649	2.098	2.671	2.671	4.0	0.0	3.979	4.316	4.487	4.531	5.0	0.0	3.207	3.5789999999999997
TC05_PCG_External_QuoteNewCustomer_HO_27_Prepackage_createpackage_clickclose_LargeBroker	0.669	0.73	0.794	0.794	4.0	0.0	8.899	11.072	13.097	13.229	5.0	0.0	5.901	6.9455
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_LargeBroker	1.598	1.889	2.676	2.676	4.0	0.0	0.606	1.335	2.722	3.638	9.0	0.0	1.612	2.699
TC05_PCG_External_QuoteNewCustomer_HO_28_PackagePage_SendToUnderwriter_LargeBroker	7.755	8.096	8.345	8.345	4.0	0.0	0.589	1.541	2.288	3.174	10.0	0.0	4.8185	5.3165000000000004
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_LargeBroker	1.644	1.83	1.957	1.957	4.0	0.0	1.909	2.564	3.065	3.266	5.0	0.0	2.197	2.511
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_LargeBroker	1.576	1.672	1.896	1.896	4.0	0.0	1.107	2.262	3.016	3.149	5.0	0.0	1.967	2.456
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_LargeBroker	3.183	3.328	3.572	3.572	4.0	0.0	4.353	4.613	4.804	4.957	10.0	0.0	3.9705000000000004	4.188000000000001
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_LargeBroker	4.916	5.147	5.345	5.345	4.0	0.0	4.964	5.698	5.859	7.083	8.0	0.0	5.4225	5.602
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_LargeBroker	3.3	4.136	5.145	5.145	4.0	0.0	5.132	5.548	5.783	5.873	10.0	0.0	4.8420000000000005	5.464
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_LargeBroker	1.521	1.654	1.774	1.774	4.0	0.0	0.156	0.237	0.279	0.441	8.0	0.0	0.9455	1.0265
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_LargeBroker	3.295	3.836	4.496	4.496	4.0	0.0	2.853	3.412	4.262	5.137	10.0	0.0	3.6239999999999997	4.379
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_LargeBroker	0.676	0.949	1.546	1.546	4.0	0.0	3.025	3.724	4.626	5.57	10.0	0.0	2.3365	3.0860000000000003
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_LargeBroker	7.07	7.656	8.161	8.161	4.0	0.0	4.021	5.667	5.835	11.534	10.0	0.0	6.6615	6.997999999999999
TC29_PCG_Internal_Renewal_Coll_02_SearchCustomer	0.317	1.452	4.502	4.956	100.0	0.0	6.744	9.263	11.358	12.075	8.0	0.0	5.3575	7.93
TC29_PCG_Internal_Renewal_Coll_03_Click_CreateQuoteforNewCustomer	0.212	0.34	0.497	0.894	100.0	0.0	4.093	7.955	11.898	14.002	10.0	0.0	4.1475	6.1975
TC29_PCG_Internal_Renewal_Coll_04_Productpage_Select_Renewal_Collection_and_Click_Save&Continue	2.614	4.089	4.71	40.711	100.0	0.0	6.198	7.743	9.015	10.487	10.0	0.0	5.916	6.862500000000001
TC29_PCG_Internal_Renewal_Coll_05_Insuredpage_Select_Brokercode	0.478	0.744	0.971	2.369	100.0	0.0	6.073	9.295	11.598	12.945	8.0	0.0	5.0195	6.2845
TC29_PCG_Internal_Renewal_Coll_06_Insuredpage_Enter_LocationInfo	0.117	0.163	0.217	0.372	100.0	0.0	6.945	9.484	11.524	11.605	10.0	0.0	4.8235	5.8705
TC29_PCG_Internal_Renewal_Coll_07_Insuredpage_Enter_Efffectivedate	1.646	2.126	2.547	3.512	100.0	0.0	2.133	2.844	3.676	4.919	10.0	0.0	2.485	3.1115000000000004
TC29_PCG_Internal_Renewal_Coll_10_Ratingpage_Select_Jewelry	0.662	0.799	0.967	1.178	98.0	0.0	2.223	3.249	3.736	6.197	8.0	0.0	2.024	2.3515
TC29_PCG_Internal_Renewal_Coll_11_Ratingpage_Select_Scheduled	0.658	0.81	0.955	1.706	98.0	0.0	2.965	4.07	4.938	5.257	10.0	0.0	2.4400000000000004	2.9465
TC29_PCG_Internal_Renewal_Coll_12_Ratingpage_Click_Save&Continue	1.753	2.119	2.284	8.106	98.0	0.0	1.675	2.21	3.086	3.595	10.0	0.0	2.1645000000000003	2.6849999999999996
TC29_PCG_Internal_Renewal_Coll_13_Coveragepage_Click_View/EditLocationDetails	1.378	1.803	1.867	21.429	98.0	0.0	2.444	4.061	5.757	6.142	8.0	0.0	2.932	3.812
TC29_PCG_Internal_Renewal_Coll_14_Coveragepage_Select_ContructionType	0.914	1.231	1.707	3.602	98.0	0.0	2.444	3.702	4.342	5.783	10.0	0.0	2.4665	3.0244999999999997
TC29_PCG_Internal_Renewal_Coll_15_Coveragepage_Select_OccupancyType	0.914	1.157	1.377	1.999	98.0	0.0	6.805	8.614	9.782	10.213	10.0	0.0	4.8855	5.5795
TC29_PCG_Internal_Renewal_Coll_16_Coveragepage_Select_YearBuilt	0.972	1.499	1.962	24.352	98.0	0.0	8.021	10.528	12.258	13.037	8.0	0.0	6.0135000000000005	7.109999999999999
TC29_PCG_Internal_Renewal_Coll_17_Coveragepage_Enter_AggregateSquareFootageValue	0.885	1.19	1.43	2.143	98.0	0.0	0.227	0.379	0.502	0.651	10.0	0.0	0.7845	0.966
TC29_PCG_Internal_Renewal_Coll_18_Coveragepage_Select_FamiliesInHome	0.931	1.305	1.256	19.23	98.0	0.0	10.509	13.54	15.848	15.895	10.0	0.0	7.422499999999999	8.552
TC29_PCG_Internal_Renewal_Coll_19_Coveragepage_SelectProtectionClass	0.921	1.208	1.649	2.485	94.0	0.0	0.377	0.521	0.612	0.635	8.0	0.0	0.8645	1.1305
TC29_PCG_Internal_Renewal_Coll_20_Coveragepage_Select_Stories	0.918	1.189	1.93	2.925	86.0	0.0	0.294	0.448	0.58	0.877	10.0	0.0	0.8185	1.255
TC29_PCG_Internal_Renewal_Coll_21_Coveragepage_Enter_LimtAmount_for_Coverage	0.884	1.132	1.354	2.153	78.0	0.0	5.385	6.348	7.684	7.783	10.0	0.0	3.7399999999999998	4.519
TC29_PCG_Internal_Renewal_Coll_22_Coveragepage_Click_Save&Continue	2.296	2.599	2.861	3.603	75.0	0.0	5.181	7.041	8.535	8.711	8.0	0.0	4.82	5.698
TC29_PCG_Internal_Renewal_Coll_23_Detailspage_Click_Save&Continue	5.369	6.05	6.64	8.141	75.0	0.0	2.98	4.233	5.13	5.167	10.0	0.0	5.1415	5.885
TC29_PCG_Internal_Renewal_Coll_24_Quotepage_Click_ProceedtoIssuance	1.299	1.72	2.093	2.665	75.0	0.0	2.852	3.139	3.339	3.791	10.0	0.0	2.4295	2.716
TC29_PCG_Internal_Renewal_Coll_25_Preissuancepage_Click_AddAnotherItem_to_AddItem1	0.707	0.866	0.967	1.332	75.0	0.0	0.747	0.864	1.002	1.185	10.0	0.0	0.865	0.9844999999999999
TC29_PCG_Internal_Renewal_Coll_27_Preissuancepage_Click_Save_forItem1	0.815	0.995	1.224	1.893	75.0	0.0	2.789	4.306	3.783	10.229	8.0	0.0	2.6505	2.5035
TC29_PCG_Internal_Renewal_Coll_40_Preissuancepage_Click_Save	4.894	5.557	6.071	7.687	75.0	0.0	0.688	0.998	1.133	2.349	10.0	0.0	3.2775000000000003	3.602
TC29_PCG_Internal_Renewal_Coll_41a_SelectBillingType	0.554	0.715	0.83	0.985	75.0	0.0	4.856	14.837	24.664	29.91	10.0	0.0	7.776	12.747
TC29_PCG_Internal_Renewal_Coll_41b_SelectPaymentPlan	0.225	0.297	0.357	0.512	75.0	0.0	3.48	4.132	4.473	6.462	10.0	0.0	2.2144999999999997	2.415
TC29_PCG_Internal_Renewal_Coll_41c_Paymentspage_Click_Save&Continue	1.576	2.004	2.263	2.574	75.0	0.0	7.734	14.914	19.703	26.593	8.0	0.0	8.459	10.983
TC29_PCG_Internal_Renewal_Coll_41d_Paymentspage_ClickOk	1.902	2.306	2.529	2.922	75.0	0.0	3.288	4.664	4.485	10.775	10.0	0.0	3.485	3.507
TC29_PCG_Internal_Renewal_Coll_42_Subjectivitiespage_Click_IssuePolicy	5.206	6.064	6.938	7.738	75.0	0.0	9.568	19.366	24.686	30.707	10.0	0.0	12.715	15.812
TC15_Customers_External_01_LoadingSummarypage_Customer	0.908	2.624	3.484	8.104	346.0	0.0	8.254	8.536	8.818	8.818	2.0	0.0	5.58	6.151
TC15_Customers_External_02_Search_CustomerID	0.564	0.907	1.167	2.935	87.0	0.0	3.492	3.628	3.778	4.033	10.0	0.0	2.2675	2.4725
TC15_Customers_External_03_Search_PolicyID	1.432	2.195	2.805	3.664	87.0	0.0	3.533	3.64	3.742	3.744	8.0	0.0	2.9175	3.2735000000000003
TC15_Customers_External_04_Search_BillingAccount	0.523	0.784	1.002	2.064	87.0	0.0	3.51	3.604	3.686	3.69	10.0	0.0	2.194	2.344
TC15_Customers_External_05_Search_CustomerName	1.272	3.458	4.476	5.367	85.0	0.0	1.664	1.959	2.206	2.297	12.0	0.0	2.7085	3.341
TC15_Customers_External_09_Search_brokerID	0.892	2.693	3.698	4.758	84.0	0.0	1.98	2.305	2.491	2.987	10.0	0.0	2.499	3.0945
TC22_Prospecting_External_02_LoadingProspectingpage_ClickProspectingBackpage	1.125	3.227	3.907	12.743	210.0	0.0	1.273	2.114	3.545	4.358	10.0	0.0	2.6704999999999997	3.726
TC22_Prospecting_External_03_Enter_CustomerId_and_Search	0.608	0.998	1.338	4.072	105.0	0.0	1.996	2.373	2.638	2.695	12.0	0.0	1.6855000000000002	1.988
TC22_Prospecting_External_04_Enter_CustomerName_and_Click_Search	0.728	2.581	4.432	5.33	105.0	0.0	4.465	5.656	6.176	13.478	12.0	0.0	4.1185	5.304
TC21_BillingList_External_02_LoadingBillinglist_ClickBillingBackpage	0.362	0.605	0.847	2.349	180.0	0.0	1.969	2.278	2.315	3.239	9.0	0.0	1.4415	1.581
TC22_Prospecting_External_05_Enter Broker code and search	1.372	3.061	3.663	6.102	105.0	0.0	1.629	1.832	2.028	2.061	12.0	0.0	2.4465	2.8455
TC21_BillingList_External_03_Enter_BillingAccountNumber_and_Click_Search	0.554	0.926	1.193	2.325	90.0	0.0	0.345	0.523	0.684	0.799	12.0	0.0	0.7245	0.9385000000000001
